split,specimen,qoi,time_h,parameter,method,index_type,value,ci_low,ci_high
60/40,C2,normalized_retention,468.57142857142856,k,morris,mu_star,0.08889251896468939,,
60/40,C2,normalized_retention,468.57142857142856,k,morris,sigma,0.02357166251389219,,
60/40,C2,normalized_retention,468.57142857142856,alpha,sobol,first,0.9283320331330797,0.9185529775846052,0.9375745121260886
60/40,C2,normalized_retention,468.57142857142856,alpha,sobol,total,0.8273564845829914,0.7278356364226322,0.91346232628014
60/40,C2,normalized_retention,468.57142857142856,alpha,morris,mu_star,0.3078374833420085,,
60/40,C2,normalized_retention,468.57142857142856,alpha,morris,sigma,0.045692117044036,,
60/40,C2,normalized_retention,468.57142857142856,f_inf,sobol,first,0.09352012758374206,0.006455361817716943,0.19878910748801804
60/40,C2,normalized_retention,468.57142857142856,f_inf,sobol,total,3.291511969393971e-14,2.8599446634885447e-14,3.7895572110730156e-14
60/40,C2,normalized_retention,468.57142857142856,f_inf,morris,mu_star,5.435639570117168e-08,,
60/40,C2,normalized_retention,468.57142857142856,f_inf,morris,sigma,1.784020024599062e-08,,
60/40,C2,normalized_retention,480.0,k,sobol,first,0.17414408108436497,0.08944555406197593,0.27115304687044406
60/40,C2,normalized_retention,480.0,k,sobol,total,0.07413215790483826,0.06638721393525002,0.0831543086062407
60/40,C2,normalized_retention,480.0,k,morris,mu_star,0.08948211297654758,,
60/40,C2,normalized_retention,480.0,k,morris,sigma,0.023602387172024484,,
60/40,C2,normalized_retention,480.0,alpha,sobol,first,0.9289593174949153,0.9192854277012675,0.9381354826053503
60/40,C2,normalized_retention,480.0,alpha,sobol,total,0.827785004140716,0.7282716236713902,0.9138687809384586
60/40,C2,normalized_retention,480.0,alpha,morris,mu_star,0.31134896293193925,,
60/40,C2,normalized_retention,480.0,alpha,morris,sigma,0.04594817530790225,,
60/40,C2,normalized_retention,480.0,f_inf,sobol,first,0.09373335209744793,0.006659085638491545,0.19903898508429504
60/40,C2,normalized_retention,480.0,f_inf,sobol,total,3.289148413656325e-14,2.857921149092242e-14,3.7873571046580136e-14
60/40,C2,normalized_retention,480.0,f_inf,morris,mu_star,5.495083852946614e-08,,
60/40,C2,normalized_retention,480.0,f_inf,morris,sigma,1.8052449196867036e-08,,
60/40,C2,normalized_retention,491.42857142857144,k,sobol,first,0.17368770400249667,0.08897072114311612,0.2706809274940376
60/40,C2,normalized_retention,491.42857142857144,k,sobol,total,0.07347797701243078,0.06581617961396886,0.08242092036693521
60/40,C2,normalized_retention,491.42857142857144,k,morris,mu_star,0.0900524869671059,,
60/40,C2,normalized_retention,491.42857142857144,k,morris,sigma,0.02362569750905877,,
60/40,C2,normalized_retention,491.42857142857144,alpha,sobol,first,0.9295667090999002,0.9199948118231163,0.938678671406403
60/40,C2,normalized_retention,491.42857142857144,alpha,sobol,total,0.8281969106977507,0.7286934839209057,0.9142580365174899
60/40,C2,normalized_retention,491.42857142857144,alpha,morris,mu_star,0.31478457202079857,,
60/40,C2,normalized_retention,491.42857142857144,alpha,morris,sigma,0.046187476939654505,,
60/40,C2,normalized_retention,491.42857142857144,f_inf,sobol,first,0.09394300902265595,0.006859759997129432,0.19928563939662924
60/40,C2,normalized_retention,491.42857142857144,f_inf,sobol,total,3.2871395620157205e-14,2.8562281118546975e-14,3.7855582462471494e-14
60/40,C2,normalized_retention,491.42857142857144,f_inf,morris,mu_star,5.553523078904998e-08,,
60/40,C2,normalized_retention,491.42857142857144,f_inf,morris,sigma,1.8260251688842546e-08,,
60/40,C2,normalized_retention,502.8571428571429,k,sobol,first,0.17324802454949306,0.08851439970417588,0.2702230501312086
60/40,C2,normalized_retention,502.8571428571429,k,sobol,total,0.07284364161613265,0.06526267994600411,0.08170960472129524
60/40,C2,normalized_retention,502.8571428571429,k,morris,mu_star,0.09060442957135996,,
60/40,C2,normalized_retention,502.8571428571429,k,morris,sigma,0.023641975083111846,,
60/40,C2,normalized_retention,502.8571428571429,alpha,sobol,first,0.9301552831144105,0.9206823701061833,0.9392050351014966
60/40,C2,normalized_retention,502.8571428571429,alpha,sobol,total,0.8285931651739799,0.7291020173349501,0.9146310905571666
60/40,C2,normalized_retention,502.8571428571429,alpha,morris,mu_star,0.31814684679871585,,
60/40,C2,normalized_retention,502.8571428571429,alpha,morris,sigma,0.0464106724496207,,
60/40,C2,normalized_retention,502.8571428571429,f_inf,sobol,first,0.0941492454688565,0.0070575022321776575,0.19952919303410485
60/40,C2,normalized_retention,502.8571428571429,f_inf,sobol,total,3.285463244964646e-14,2.854844755519084e-14,3.7841354227873765e-14
60/40,C2,normalized_retention,502.8571428571429,f_inf,morris,mu_star,5.610991665461196e-08,,
60/40,C2,normalized_retention,502.8571428571429,f_inf,morris,sigma,1.8463752129758125e-08,,
60/40,C2,normalized_retention,514.2857142857143,k,sobol,first,0.17282412264813674,0.08807555130564655,0.2697786404524709
60/40,C2,normalized_retention,514.2857142857143,k,sobol,total,0.07222811642016974,0.064725793096565,0.0810192120869142
60/40,C2,normalized_retention,514.2857142857143,k,morris,mu_star,0.09113868480874285,,
60/40,C2,normalized_retention,514.2857142857143,k,morris,sigma,0.023651580152487132,,
60/40,C2,normalized_retention,514.2857142857143,alpha,sobol,first,0.9307260325093069,0.9213492482155831,0.9397154572991534
60/40,C2,normalized_retention,514.2857142857143,alpha,sobol,total,0.8289746529818646,0.7294979612564525,0.9149888620100817
60/40,C2,normalized_retention,514.2857142857143,alpha,morris,mu_star,0.32143819680652896,,
60/40,C2,normalized_retention,514.2857142857143,alpha,morris,sigma,0.046618380491795945,,
60/40,C2,normalized_retention,514.2857142857143,f_inf,sobol,first,0.09435219844996168,0.007252422261878962,0.19976975982150677
60/40,C2,normalized_retention,514.2857142857143,f_inf,sobol,total,3.2840991067385875e-14,2.853751993164207e-14,3.783065494695674e-14
60/40,C2,normalized_retention,514.2857142857143,f_inf,morris,mu_star,5.667522168240069e-08,,
60/40,C2,normalized_retention,514.2857142857143,f_inf,morris,sigma,1.866308786810227e-08,,
60/40,C2,normalized_retention,525.7142857142858,k,sobol,first,0.172415147944445,0.08765321681982668,0.2693469831332607
60/40,C2,normalized_retention,525.7142857142858,k,sobol,total,0.07163044300023656,0.06420466595607004,0.08034867821792292
60/40,C2,normalized_retention,525.7142857142858,k,morris,mu_star,0.09165595541280928,,
60/40,C2,normalized_retention,525.7142857142858,k,morris,sigma,0.023654853177823995,,
60/40,C2,normalized_retention,525.7142857142858,alpha,sobol,first,0.931279876082904,0.9219965065441014,0.9402107557673335
60/40,C2,normalized_retention,525.7142857142858,alpha,sobol,total,0.829342191488427,0.7298819964495433,0.9153321990515334
60/40,C2,normalized_retention,525.7142857142858,alpha,morris,mu_star,0.3246609136151794,,
60/40,C2,normalized_retention,525.7142857142858,alpha,morris,sigma,0.0468111899057471,,
60/40,C2,normalized_retention,525.7142857142858,f_inf,sobol,first,0.09455199581803464,0.007444623205520244,0.20000744570940568
60/40,C2,normalized_retention,525.7142857142858,f_inf,sobol,total,3.283028416531178e-14,2.8529322683469885e-14,3.782327165154642e-14
60/40,C2,normalized_retention,525.7142857142858,f_inf,morris,mu_star,5.7231454284045746e-08,,
60/40,C2,normalized_retention,525.7142857142858,f_inf,morris,sigma,1.8858389732960496e-08,,
60/40,C2,normalized_retention,537.1428571428571,k,sobol,first,0.17202031312506816,0.08724650880996765,0.2689274161615034
60/40,C2,normalized_retention,537.1428571428571,k,sobol,total,0.07104973247142797,0.06369850756497264,0.07969701607324192
60/40,C2,normalized_retention,537.1428571428571,k,morris,mu_star,0.09215690585877565,,
60/40,C2,normalized_retention,537.1428571428571,k,morris,sigma,0.023652116192766203,,
60/40,C2,normalized_retention,537.1428571428571,alpha,sobol,first,0.9318176655489998,0.9226251283359423,0.9406916887165411
60/40,C2,normalized_retention,537.1428571428571,alpha,sobol,total,0.8296965365926245,0.73025475256673,0.915661885941874
60/40,C2,normalized_retention,537.1428571428571,alpha,morris,mu_star,0.32781717874200267,,
60/40,C2,normalized_retention,537.1428571428571,alpha,morris,sigma,0.046989661608560544,,
60/40,C2,normalized_retention,537.1428571428571,f_inf,sobol,first,0.0947487571122485,0.007634201967432903,0.2002423495342774
60/40,C2,normalized_retention,537.1428571428571,f_inf,sobol,total,3.2822339046092853e-14,2.852369397385649e-14,3.781900808380442e-14
60/40,C2,normalized_retention,537.1428571428571,f_inf,morris,mu_star,5.777890690061849e-08,,
60/40,C2,normalized_retention,537.1428571428571,f_inf,morris,sigma,1.9049782412855077e-08,,
60/40,C2,normalized_retention,548.5714285714286,k,sobol,first,0.17163888796135685,0.08685460469918682,0.26851932577225723
60/40,C2,normalized_retention,548.5714285714286,k,sobol,total,0.07048515903796616,0.06320658333558363,0.07906330864467773
60/40,C2,normalized_retention,548.5714285714286,k,morris,mu_star,0.09264216508994054,,
60/40,C2,normalized_retention,548.5714285714286,k,morris,sigma,0.023643674075127158,,
60/40,C2,normalized_retention,548.5714285714286,alpha,sobol,first,0.9323401917919658,0.9232360268573978,0.9411589603406098
60/40,C2,normalized_retention,548.5714285714286,alpha,sobol,total,0.8300383885656302,0.7306168130430158,0.9159786490972357
60/40,C2,normalized_retention,548.5714285714286,alpha,morris,mu_star,0.33090907088887267,,
60/40,C2,normalized_retention,548.5714285714286,alpha,morris,sigma,0.04715433030720963,,
60/40,C2,normalized_retention,548.5714285714286,f_inf,sobol,first,0.09494259426046636,0.00782124973191681,0.20047456365967978
60/40,C2,normalized_retention,548.5714285714286,f_inf,sobol,total,3.2816996331373775e-14,2.852048451072143e-14,3.781768311197683e-14
60/40,C2,normalized_retention,548.5714285714286,f_inf,morris,mu_star,5.8317857126732875e-08,,
60/40,C2,normalized_retention,548.5714285714286,f_inf,morris,sigma,1.9237384856946163e-08,,
60/40,C2,normalized_retention,560.0,k,sobol,first,0.17127019411037736,0.08647674088050832,0.26812214201739737
60/40,C2,normalized_retention,560.0,k,sobol,total,0.06993595423098133,0.06272820989455746,0.07844670256928014
60/40,C2,normalized_retention,560.0,k,morris,mu_star,0.09311232903928093,,
60/40,C2,normalized_retention,560.0,k,morris,sigma,0.023629815678985693,,
60/40,C2,normalized_retention,560.0,alpha,sobol,first,0.9328481904391701,0.923830051805151,0.9416132257746118
60/40,C2,normalized_retention,560.0,alpha,sobol,total,0.8303683971614827,0.7309687193206391,0.9162831624298944
60/40,C2,normalized_retention,560.0,alpha,morris,mu_star,0.33393857258721776,,
60/40,C2,normalized_retention,560.0,alpha,morris,sigma,0.04730570611917032,,
60/40,C2,normalized_retention,560.0,f_inf,sobol,first,0.09513361227374517,0.008005852440506046,0.20070417460524909
60/40,C2,normalized_retention,560.0,f_inf,sobol,total,3.281410860960236e-14,2.851955627320212e-14,3.7819129252996883e-14
60/40,C2,normalized_retention,560.0,f_inf,morris,mu_star,5.884856871807287e-08,,
60/40,C2,normalized_retention,560.0,f_inf,morris,sigma,1.942131071970045e-08,,
60/40,C3,normalized_retention,0.0,k,sobol,first,,,
60/40,C3,normalized_retention,0.0,k,sobol,total,,,
60/40,C3,normalized_retention,0.0,k,morris,mu_star,0.0,,
60/40,C3,normalized_retention,0.0,k,morris,sigma,0.0,,
60/40,C3,normalized_retention,0.0,alpha,sobol,first,,,
60/40,C3,normalized_retention,0.0,alpha,sobol,total,,,
60/40,C3,normalized_retention,0.0,alpha,morris,mu_star,0.0,,
60/40,C3,normalized_retention,0.0,alpha,morris,sigma,0.0,,
60/40,C3,normalized_retention,0.0,f_inf,sobol,first,,,
60/40,C3,normalized_retention,0.0,f_inf,sobol,total,,,
60/40,C3,normalized_retention,0.0,f_inf,morris,mu_star,0.0,,
60/40,C3,normalized_retention,0.0,f_inf,morris,sigma,0.0,,
60/40,C3,normalized_retention,11.428571428571429,k,sobol,first,0.46323441161805856,0.396364040522448,0.5235358362989985
60/40,C3,normalized_retention,11.428571428571429,k,sobol,total,0.43659949654758373,0.3849129066687183,0.493447502300929
60/40,C3,normalized_retention,11.428571428571429,k,morris,mu_star,0.016303404205443222,,
60/40,C3,normalized_retention,11.428571428571429,k,morris,sigma,0.0028662674163991175,,
60/40,C3,normalized_retention,11.428571428571429,alpha,sobol,first,0.5620395210562767,0.5094697218819163,0.6122598661750946
60/40,C3,normalized_retention,11.428571428571429,alpha,sobol,total,0.5440596872346526,0.476947437022599,0.6130250958724996
60/40,C3,normalized_retention,11.428571428571429,alpha,morris,mu_star,0.01735032755406634,,
60/40,C3,normalized_retention,11.428571428571429,alpha,morris,sigma,0.0027696109390030026,,
60/40,C3,normalized_retention,11.428571428571429,f_inf,sobol,first,0.024213346946323155,-0.0582009668444439,0.12066976135859775
60/40,C3,normalized_retention,11.428571428571429,f_inf,sobol,total,3.0743294661069364e-12,2.7410931861024325e-12,3.4936089245770747e-12
60/40,C3,normalized_retention,11.428571428571429,f_inf,morris,mu_star,4.183324330275795e-08,,
60/40,C3,normalized_retention,11.428571428571429,f_inf,morris,sigma,7.675237676837564e-09,,
60/40,C3,normalized_retention,22.857142857142858,k,sobol,first,0.3513000491632261,0.27500988897746986,0.42037162422843166
60/40,C3,normalized_retention,22.857142857142858,k,sobol,total,0.3237540989735591,0.2839492138937608,0.3665360243987094
60/40,C3,normalized_retention,22.857142857142858,k,morris,mu_star,0.02220457091974147,,
60/40,C3,normalized_retention,22.857142857142858,k,morris,sigma,0.004860222530263374,,
60/40,C3,normalized_retention,22.857142857142858,alpha,sobol,first,0.6747291227476524,0.6325210770782922,0.7129070890413187
60/40,C3,normalized_retention,22.857142857142858,alpha,sobol,total,0.6572797166057907,0.5775412166383773,0.7378559106690217
60/40,C3,normalized_retention,22.857142857142858,alpha,morris,mu_star,0.030142411145419955,,
60/40,C3,normalized_retention,22.857142857142858,alpha,morris,sigma,0.005042055363786954,,
60/40,C3,normalized_retention,22.857142857142858,f_inf,sobol,first,0.025255607318238726,-0.05751098798432246,0.12712565354038102
60/40,C3,normalized_retention,22.857142857142858,f_inf,sobol,total,2.3326489847589557e-12,2.0695856282183006e-12,2.649752103780866e-12
60/40,C3,normalized_retention,22.857142857142858,f_inf,morris,mu_star,5.730621480681819e-08,,
60/40,C3,normalized_retention,22.857142857142858,f_inf,morris,sigma,1.2310135115522555e-08,,
60/40,C3,normalized_retention,34.285714285714285,k,sobol,first,0.30251094365127695,0.22313946639673857,0.37467332222986083
60/40,C3,normalized_retention,34.285714285714285,k,sobol,total,0.2746573941559548,0.24057315467607562,0.31293527853652053
60/40,C3,normalized_retention,34.285714285714285,k,morris,mu_star,0.026491003138448897,,
60/40,C3,normalized_retention,34.285714285714285,k,morris,sigma,0.006403068727302766,,
60/40,C3,normalized_retention,34.285714285714285,alpha,sobol,first,0.723800919552273,0.6868872240038377,0.7560801908173195
60/40,C3,normalized_retention,34.285714285714285,alpha,sobol,total,0.706532019080912,0.6222427341699093,0.7911682087484504
60/40,C3,normalized_retention,34.285714285714285,alpha,morris,mu_star,0.040475468481073175,,
60/40,C3,normalized_retention,34.285714285714285,alpha,morris,sigma,0.00693891948366261,,
60/40,C3,normalized_retention,34.285714285714285,f_inf,sobol,first,0.025620654691386524,-0.058102786002946036,0.128738839622343
60/40,C3,normalized_retention,34.285714285714285,f_inf,sobol,total,2.0168365088406492e-12,1.782886937801588e-12,2.2839821069496206e-12
60/40,C3,normalized_retention,34.285714285714285,f_inf,morris,mu_star,6.879295718076328e-08,,
60/40,C3,normalized_retention,34.285714285714285,f_inf,morris,sigma,1.61281074836763e-08,,
60/40,C3,normalized_retention,45.714285714285715,k,sobol,first,0.2736611174924273,0.19309063133826498,0.34743535828243216
60/40,C3,normalized_retention,45.714285714285715,k,sobol,total,0.24563156916065243,0.21511221099124514,0.2808126074365509
60/40,C3,normalized_retention,45.714285714285715,k,morris,mu_star,0.029949639339044497,,
60/40,C3,normalized_retention,45.714285714285715,k,morris,sigma,0.00768416565021081,,
60/40,C3,normalized_retention,45.714285714285715,alpha,sobol,first,0.7528326495476263,0.719074899454982,0.7820510563838641
60/40,C3,normalized_retention,45.714285714285715,alpha,sobol,total,0.735601277347016,0.6488435766886447,0.8222107378598212
60/40,C3,normalized_retention,45.714285714285715,alpha,morris,mu_star,0.04937767165543098,,
60/40,C3,normalized_retention,45.714285714285715,alpha,morris,sigma,0.008593760148221748,,
60/40,C3,normalized_retention,45.714285714285715,f_inf,sobol,first,0.025812842879165188,-0.05746890620296647,0.12929056955292725
60/40,C3,normalized_retention,45.714285714285715,f_inf,sobol,total,1.8338486141719395e-12,1.6170995470396625e-12,2.071252298866333e-12
60/40,C3,normalized_retention,45.714285714285715,f_inf,morris,mu_star,7.82426783946244e-08,,
60/40,C3,normalized_retention,45.714285714285715,f_inf,morris,sigma,1.9440069458685675e-08,,
60/40,C3,normalized_retention,57.142857142857146,k,sobol,first,0.2540205160746837,0.1728785183765322,0.3288317872657726
60/40,C3,normalized_retention,57.142857142857146,k,sobol,total,0.22586831888581735,0.19779515427486086,0.2588187734017633
60/40,C3,normalized_retention,57.142857142857146,k,morris,mu_star,0.032883420327377566,,
60/40,C3,normalized_retention,57.142857142857146,k,morris,sigma,0.008786965082211844,,
60/40,C3,normalized_retention,57.142857142857146,alpha,sobol,first,0.7726122151868234,0.7417801234267399,0.7997276274479049
60/40,C3,normalized_retention,57.142857142857146,alpha,sobol,total,0.7553555851089069,0.6670369471332009,0.8428919513211236
60/40,C3,normalized_retention,57.142857142857146,alpha,morris,mu_star,0.05730081633872251,,
60/40,C3,normalized_retention,57.142857142857146,alpha,morris,sigma,0.010072388077979349,,
60/40,C3,normalized_retention,57.142857142857146,f_inf,sobol,first,0.02593033036270731,-0.05777314693825785,0.12947174309670392
60/40,C3,normalized_retention,57.142857142857146,f_inf,sobol,total,1.7116386193538907e-12,1.5064970237643162e-12,1.928933559872796e-12
60/40,C3,normalized_retention,57.142857142857146,f_inf,morris,mu_star,8.640176697438662e-08,,
60/40,C3,normalized_retention,57.142857142857146,f_inf,morris,sigma,2.2396755583634146e-08,,
60/40,C3,normalized_retention,68.57142857142857,k,sobol,first,0.23950994828768324,0.15808799261801257,0.31503385170384945
60/40,C3,normalized_retention,68.57142857142857,k,sobol,total,0.21126424232483584,0.18489009919725063,0.24217251949856988
60/40,C3,normalized_retention,68.57142857142857,k,morris,mu_star,0.035447069048152285,,
60/40,C3,normalized_retention,68.57142857142857,k,morris,sigma,0.009757708048229738,,
60/40,C3,normalized_retention,68.57142857142857,alpha,sobol,first,0.7872365520715524,0.7583749165068168,0.812773452512366
60/40,C3,normalized_retention,68.57142857142857,alpha,sobol,total,0.7699246661702628,0.6805286485091091,0.8586434659688115
60/40,C3,normalized_retention,68.57142857142857,alpha,morris,mu_star,0.06449483442665764,,
60/40,C3,normalized_retention,68.57142857142857,alpha,morris,sigma,0.011413984697431481,,
60/40,C3,normalized_retention,68.57142857142857,f_inf,sobol,first,0.026006903126925218,-0.05798170740303575,0.12949273559350813
60/40,C3,normalized_retention,68.57142857142857,f_inf,sobol,total,1.6230091018844552e-12,1.4263373065828035e-12,1.825604647615347e-12
60/40,C3,normalized_retention,68.57142857142857,f_inf,morris,mu_star,9.36501906023679e-08,,
60/40,C3,normalized_retention,68.57142857142857,f_inf,morris,sigma,2.508502018706066e-08,,
60/40,C3,normalized_retention,80.0,k,sobol,first,0.22820026497910162,0.1466637333688402,0.30422031631175545
60/40,C3,normalized_retention,80.0,k,sobol,total,0.19987987068135024,0.17493122347562,0.22901719626830108
60/40,C3,normalized_retention,80.0,k,morris,mu_star,0.03773218856833309,,
60/40,C3,normalized_retention,80.0,k,morris,sigma,0.010625403996213123,,
60/40,C3,normalized_retention,80.0,alpha,sobol,first,0.7986425975851936,0.771238087069339,0.8229355585882417
60/40,C3,normalized_retention,80.0,alpha,sobol,total,0.7812606884747406,0.6910781019605172,0.8700468730554989
60/40,C3,normalized_retention,80.0,alpha,morris,mu_star,0.07111640546485537,,
60/40,C3,normalized_retention,80.0,alpha,morris,sigma,0.012644466989336014,,
60/40,C3,normalized_retention,80.0,f_inf,sobol,first,0.0260578760839828,-0.05813368253177451,0.1291160069150291
60/40,C3,normalized_retention,80.0,f_inf,sobol,total,1.5551736633224694e-12,1.3648833303524608e-12,1.746449026719555e-12
60/40,C3,normalized_retention,80.0,f_inf,morris,mu_star,1.0021241518276547e-07,,
60/40,C3,normalized_retention,80.0,f_inf,morris,sigma,2.756057953946413e-08,,
60/40,C3,normalized_retention,91.42857142857143,k,sobol,first,0.2190464103051024,0.13747888394414434,0.2954436456687559
60/40,C3,normalized_retention,91.42857142857143,k,sobol,total,0.19066477885448954,0.16688042953901314,0.21836714011385558
60/40,C3,normalized_retention,91.42857142857143,k,morris,mu_star,0.039798285059142555,,
60/40,C3,normalized_retention,91.42857142857143,k,morris,sigma,0.01140975498628187,,
60/40,C3,normalized_retention,91.42857142857143,alpha,sobol,first,0.8078796628210718,0.7816678199030828,0.8311571162171981
60/40,C3,normalized_retention,91.42857142857143,alpha,sobol,total,0.7904207136232149,0.6996412357386956,0.8792767088453577
60/40,C3,normalized_retention,91.42857142857143,alpha,morris,mu_star,0.07727193182448311,,
60/40,C3,normalized_retention,91.42857142857143,alpha,morris,sigma,0.013782188174975177,,
60/40,C3,normalized_retention,91.42857142857143,f_inf,sobol,first,0.02609142789778829,-0.05824953216016045,0.12849604698582337
60/40,C3,normalized_retention,91.42857142857143,f_inf,sobol,total,1.5012424993933458e-12,1.3158271323822659e-12,1.683469221264184e-12
60/40,C3,normalized_retention,91.42857142857143,f_inf,morris,mu_star,1.062340366425607e-07,,
60/40,C3,normalized_retention,91.42857142857143,f_inf,morris,sigma,2.9861844709625816e-08,,
60/40,C3,normalized_retention,102.85714285714286,k,sobol,first,0.2114268237380459,0.12987786431436965,0.288123429895399
60/40,C3,normalized_retention,102.85714285714286,k,sobol,total,0.18299421282900616,0.1601858215643718,0.2095012656778543
60/40,C3,normalized_retention,102.85714285714286,k,morris,mu_star,0.04168657657478392,,
60/40,C3,normalized_retention,102.85714285714286,k,morris,sigma,0.01212490505934134,,
60/40,C3,normalized_retention,102.85714285714286,alpha,sobol,first,0.8155719805938931,0.7905348304729064,0.8379976932098785
60/40,C3,normalized_retention,102.85714285714286,alpha,sobol,total,0.7980331716892487,0.706791873237181,0.8871047959349859
60/40,C3,normalized_retention,102.85714285714286,alpha,morris,mu_star,0.08303783317175643,,
60/40,C3,normalized_retention,102.85714285714286,alpha,morris,sigma,0.014840785900446558,,
60/40,C3,normalized_retention,102.85714285714286,f_inf,sobol,first,0.026112426089174856,-0.05843814853884591,0.1279233257260692
60/40,C3,normalized_retention,102.85714285714286,f_inf,sobol,total,1.4571381102768702e-12,1.275737603075744e-12,1.6327951834508919e-12
60/40,C3,normalized_retention,102.85714285714286,f_inf,morris,mu_star,1.1181580295838157e-07,,
60/40,C3,normalized_retention,102.85714285714286,f_inf,morris,sigma,3.201670039029783e-08,,
60/40,C3,normalized_retention,114.28571428571429,k,sobol,first,0.20494563199776994,0.12344558557416434,0.2818865513728437
60/40,C3,normalized_retention,114.28571428571429,k,sobol,total,0.17647021368482896,0.1544010768371615,0.20196397708917213
60/40,C3,normalized_retention,114.28571428571429,k,morris,mu_star,0.0434269935692951,,
60/40,C3,normalized_retention,114.28571428571429,k,morris,sigma,0.012781434221529895,,
60/40,C3,normalized_retention,114.28571428571429,alpha,sobol,first,0.8221172622388377,0.7981751862037513,0.8438154670425032
60/40,C3,normalized_retention,114.28571428571429,alpha,sobol,total,0.8044981409894542,0.712891808918858,0.8937276198726981
60/40,C3,normalized_retention,114.28571428571429,alpha,morris,mu_star,0.08847132154950088,,
60/40,C3,normalized_retention,114.28571428571429,alpha,morris,sigma,0.015830764221322954,,
60/40,C3,normalized_retention,114.28571428571429,f_inf,sobol,first,0.02612399782412478,-0.058904236632757644,0.12740537055105874
60/40,C3,normalized_retention,114.28571428571429,f_inf,sobol,total,1.4202757469934287e-12,1.2422513344847718e-12,1.5910982998861455e-12
60/40,C3,normalized_retention,114.28571428571429,f_inf,morris,mu_star,1.1703082553049526e-07,,
60/40,C3,normalized_retention,114.28571428571429,f_inf,morris,sigma,3.4046191954036784e-08,,
60/40,C3,normalized_retention,125.71428571428572,k,sobol,first,0.19933713306929846,0.11790489069524047,0.2764819082305399
60/40,C3,normalized_retention,125.71428571428572,k,sobol,total,0.1708256223843627,0.14939987227423024,0.19544567087128398
60/40,C3,normalized_retention,125.71428571428572,k,morris,mu_star,0.0450420722317482,,
60/40,C3,normalized_retention,125.71428571428572,k,morris,sigma,0.013387511641288348,,
60/40,C3,normalized_retention,125.71428571428572,alpha,sobol,first,0.8277825541948989,0.8047823371094782,0.8488492758894415
60/40,C3,normalized_retention,125.71428571428572,alpha,sobol,total,0.8100840327419782,0.718182980343728,0.8994289018140934
60/40,C3,normalized_retention,125.71428571428572,alpha,morris,mu_star,0.09361662507822624,,
60/40,C3,normalized_retention,125.71428571428572,alpha,morris,sigma,0.01676044218384756,,
60/40,C3,normalized_retention,125.71428571428572,f_inf,sobol,first,0.02612826923788869,-0.058963413260152975,0.12671726128688204
60/40,C3,normalized_retention,125.71428571428572,f_inf,sobol,total,1.3889284309602601e-12,1.2138095036000253e-12,1.556865774349644e-12
60/40,C3,normalized_retention,125.71428571428572,f_inf,morris,mu_star,1.2193413502226135e-07,,
60/40,C3,normalized_retention,125.71428571428572,f_inf,morris,sigma,3.5966692015189e-08,,
60/40,C3,normalized_retention,137.14285714285714,k,sobol,first,0.19441544128035138,0.11314576651480743,0.27173342186884963
60/40,C3,normalized_retention,137.14285714285714,k,sobol,total,0.16587348325883086,0.1450151277230894,0.18972964386510652
60/40,C3,normalized_retention,137.14285714285714,k,morris,mu_star,0.046549275839323515,,
60/40,C3,normalized_retention,137.14285714285714,k,morris,sigma,0.013949606382424335,,
60/40,C3,normalized_retention,137.14285714285714,alpha,sobol,first,0.8327547689702832,0.8104143108010573,0.8532660985164465
60/40,C3,normalized_retention,137.14285714285714,alpha,sobol,total,0.8149785497980715,0.7228367566659009,0.9044067106093945
60/40,C3,normalized_retention,137.14285714285714,alpha,morris,mu_star,0.09850881937636932,,
60/40,C3,normalized_retention,137.14285714285714,alpha,morris,sigma,0.017636556772259556,,
60/40,C3,normalized_retention,137.14285714285714,f_inf,sobol,first,0.026126750025658785,-0.059020971706705234,0.12603523714051953
60/40,C3,normalized_retention,137.14285714285714,f_inf,sobol,total,1.3618932666930452e-12,1.1892898483975389e-12,1.5273209129031459e-12
60/40,C3,normalized_retention,137.14285714285714,f_inf,morris,mu_star,1.2656837070912364e-07,,
60/40,C3,normalized_retention,137.14285714285714,f_inf,morris,sigma,3.779125164025289e-08,,
60/40,C3,normalized_retention,148.57142857142858,k,sobol,first,0.19004605932580432,0.1091300554785752,0.26751343237964464
60/40,C3,normalized_retention,148.57142857142858,k,sobol,total,0.16147848295579117,0.14112602480050643,0.18465903335197986
60/40,C3,normalized_retention,148.57142857142858,k,morris,mu_star,0.04796245643569495,,
60/40,C3,normalized_retention,148.57142857142858,k,morris,sigma,0.014472947890657383,,
60/40,C3,normalized_retention,148.57142857142858,alpha,sobol,first,0.8371692134390768,0.8153390542859251,0.8571866952309435
60/40,C3,normalized_retention,148.57142857142858,alpha,sobol,total,0.8193174480515142,0.7269772945800909,0.9087955197296601
60/40,C3,normalized_retention,148.57142857142858,alpha,morris,mu_star,0.10317630775110942,,
60/40,C3,normalized_retention,148.57142857142858,alpha,morris,sigma,0.0184646642351146,,
60/40,C3,normalized_retention,148.57142857142858,f_inf,sobol,first,0.02612054965741295,-0.05907797246584821,0.1254107242933779
60/40,C3,normalized_retention,148.57142857142858,f_inf,sobol,total,1.338303623705103e-12,1.1679520053125009e-12,1.5015254116568573e-12
60/40,C3,normalized_retention,148.57142857142858,f_inf,morris,mu_star,1.3096735795858905e-07,,
