split,specimen,qoi,time_h,parameter,method,index_type,value,ci_low,ci_high
50/50,C5,normalized_retention,400.0,k,sobol,total,0.07193681170305959,0.061353375477423054,0.07989480380779757
50/50,C5,normalized_retention,400.0,k,morris,mu_star,0.07997234113215636,,
50/50,C5,normalized_retention,400.0,k,morris,sigma,0.0306432326210201,,
50/50,C5,normalized_retention,400.0,alpha,sobol,first,0.9209961682867309,0.9117594235826999,0.930829105552688
50/50,C5,normalized_retention,400.0,alpha,sobol,total,1.0174207666542718,0.9039503999127452,1.103538169291604
50/50,C5,normalized_retention,400.0,alpha,morris,mu_star,0.2855808675028241,,
50/50,C5,normalized_retention,400.0,alpha,morris,sigma,0.05416371823867148,,
50/50,C5,normalized_retention,400.0,f_inf,sobol,first,-0.049509961345681086,-0.1415873352847344,0.0390016107165348
50/50,C5,normalized_retention,400.0,f_inf,sobol,total,2.2373754691895504e-13,1.9310573097938515e-13,2.5748756477708656e-13
50/50,C5,normalized_retention,400.0,f_inf,morris,mu_star,1.373988317704411e-07,,
50/50,C5,normalized_retention,400.0,f_inf,morris,sigma,6.893659131106442e-08,,
50/50,C5,normalized_retention,411.42857142857144,k,sobol,first,-0.007349458665140807,-0.10052619766295447,0.1068960660583799
50/50,C5,normalized_retention,411.42857142857144,k,sobol,total,0.07116788352197312,0.06070466762236537,0.0790700690914262
50/50,C5,normalized_retention,411.42857142857144,k,morris,mu_star,0.08068272843568443,,
50/50,C5,normalized_retention,411.42857142857144,k,morris,sigma,0.030783956612795937,,
50/50,C5,normalized_retention,411.42857142857144,alpha,sobol,first,0.9218712964653474,0.9127149051683097,0.9315892237671521
50/50,C5,normalized_retention,411.42857142857144,alpha,sobol,total,1.0179847867471647,0.9045715002409294,1.1040783045244702
50/50,C5,normalized_retention,411.42857142857144,alpha,morris,mu_star,0.29001792917307234,,
50/50,C5,normalized_retention,411.42857142857144,alpha,morris,sigma,0.05472076660983249,,
50/50,C5,normalized_retention,411.42857142857144,f_inf,sobol,first,-0.049587633248402874,-0.14158033647638435,0.03910205873391155
50/50,C5,normalized_retention,411.42857142857144,f_inf,sobol,total,2.2336917149066165e-13,1.9279316733373582e-13,2.5705885264069945e-13
50/50,C5,normalized_retention,411.42857142857144,f_inf,morris,mu_star,1.3931906681641237e-07,,
50/50,C5,normalized_retention,411.42857142857144,f_inf,morris,sigma,6.991569238511054e-08,,
50/50,C5,normalized_retention,422.8571428571429,k,sobol,first,-0.007967848830936042,-0.10121843337325091,0.10611598164220766
50/50,C5,normalized_retention,422.8571428571429,k,sobol,total,0.0704273716833184,0.06008022110400425,0.07827628241542055
50/50,C5,normalized_retention,422.8571428571429,k,morris,mu_star,0.08136663916864426,,
50/50,C5,normalized_retention,422.8571428571429,k,morris,sigma,0.030909655745523925,,
50/50,C5,normalized_retention,422.8571428571429,alpha,sobol,first,0.9227152045444839,0.9136355913101855,0.932321879206488
50/50,C5,normalized_retention,422.8571428571429,alpha,sobol,total,1.018526187902572,0.9051684426206285,1.1045949675506845
50/50,C5,normalized_retention,422.8571428571429,alpha,morris,mu_star,0.29435864763475394,,
50/50,C5,normalized_retention,422.8571428571429,alpha,morris,sigma,0.055249524084301775,,
50/50,C5,normalized_retention,422.8571428571429,f_inf,sobol,first,-0.049663014070973954,-0.1415736291538071,0.03920094890523662
50/50,C5,normalized_retention,422.8571428571429,f_inf,sobol,total,2.2304130377540938e-13,1.925165449377975e-13,2.566761273574367e-13
50/50,C5,normalized_retention,422.8571428571429,f_inf,morris,mu_star,1.4120256932037557e-07,,
50/50,C5,normalized_retention,422.8571428571429,f_inf,morris,sigma,7.087099524061788e-08,,
50/50,C5,normalized_retention,434.2857142857143,k,sobol,first,-0.008564119573720053,-0.10188484726922607,0.10536073999691416
50/50,C5,normalized_retention,434.2857142857143,k,sobol,total,0.06971347982100921,0.05947849122565901,0.07751147208172357
50/50,C5,normalized_retention,434.2857142857143,k,morris,mu_star,0.08202525753049475,,
50/50,C5,normalized_retention,434.2857142857143,k,morris,sigma,0.031021076618002314,,
50/50,C5,normalized_retention,434.2857142857143,alpha,sobol,first,0.9235298334964774,0.9145236651913635,0.933028793017185
50/50,C5,normalized_retention,434.2857142857143,alpha,sobol,total,1.019046466709683,0.905742792956335,1.1050897740848096
50/50,C5,normalized_retention,434.2857142857143,alpha,morris,mu_star,0.2986063363615852,,
50/50,C5,normalized_retention,434.2857142857143,alpha,morris,sigma,0.055751055704587875,,
50/50,C5,normalized_retention,434.2857142857143,f_inf,sobol,first,-0.04973622190976634,-0.14156716435183656,0.039298374628879175
50/50,C5,normalized_retention,434.2857142857143,f_inf,sobol,total,2.2275106081019922e-13,1.9227330460757714e-13,2.56336123850583e-13
50/50,C5,normalized_retention,434.2857142857143,f_inf,morris,mu_star,1.430507228838973e-07,,
50/50,C5,normalized_retention,434.2857142857143,f_inf,morris,sigma,7.18033725134926e-08,,
50/50,C5,normalized_retention,445.7142857142857,k,sobol,first,-0.00913966950185463,-0.10252707574392607,0.1046288571614859
50/50,C5,normalized_retention,445.7142857142857,k,sobol,total,0.0690245720170436,0.05889807311518574,0.07677384308046734
50/50,C5,normalized_retention,445.7142857142857,k,morris,mu_star,0.08265969539678877,,
50/50,C5,normalized_retention,445.7142857142857,k,morris,sigma,0.0311189226107473,,
50/50,C5,normalized_retention,445.7142857142857,alpha,sobol,first,0.9243169524922411,0.9153811159783322,0.933725584050079
50/50,C5,normalized_retention,445.7142857142857,alpha,sobol,total,1.0195469824072214,0.9062959757683098,1.1055641892720343
50/50,C5,normalized_retention,445.7142857142857,alpha,morris,mu_star,0.3027641330381325,,
50/50,C5,normalized_retention,445.7142857142857,alpha,morris,sigma,0.05622637414657654,,
50/50,C5,normalized_retention,445.7142857142857,f_inf,sobol,first,-0.04980736544815656,-0.14156089783197556,0.03939441957538899
50/50,C5,normalized_retention,445.7142857142857,f_inf,sobol,total,2.2249583088202875e-13,1.920611282697165e-13,2.560358838955535e-13
50/50,C5,normalized_retention,445.7142857142857,f_inf,morris,mu_star,1.4486482869113805e-07,,
50/50,C5,normalized_retention,445.7142857142857,f_inf,morris,sigma,7.271364923997715e-08,,
50/50,C5,normalized_retention,457.14285714285717,k,sobol,first,-0.009695773275582464,-0.10314660992163714,0.10391897690941479
50/50,C5,normalized_retention,457.14285714285717,k,sobol,total,0.06835915458519914,0.05833768442080795,0.07606175699770287
50/50,C5,normalized_retention,457.14285714285717,k,morris,mu_star,0.08327099825023458,,
50/50,C5,normalized_retention,457.14285714285717,k,morris,sigma,0.03120385719302725,,
50/50,C5,normalized_retention,457.14285714285717,alpha,sobol,first,0.9250781782868508,0.916209760759298,0.9344021181505368
50/50,C5,normalized_retention,457.14285714285717,alpha,sobol,total,1.020028972702748,0.906829290285828,1.1060195451526442
50/50,C5,normalized_retention,457.14285714285717,alpha,morris,mu_star,0.30683501269049285,,
50/50,C5,normalized_retention,457.14285714285717,alpha,morris,sigma,0.05667644319052795,,
50/50,C5,normalized_retention,457.14285714285717,f_inf,sobol,first,-0.04987654490558846,-0.14155478957148335,0.03948915897354138
50/50,C5,normalized_retention,457.14285714285717,f_inf,sobol,total,2.2227324219496987e-13,1.9187791084947606e-13,2.55772720767836e-13
50/50,C5,normalized_retention,457.14285714285717,f_inf,morris,mu_star,1.4664611244497027e-07,,
50/50,C5,normalized_retention,457.14285714285717,f_inf,morris,sigma,7.360260646698026e-08,,
50/50,C5,normalized_retention,468.57142857142856,k,sobol,first,-0.010233595424207431,-0.10374481187634971,0.10322985677465518
50/50,C5,normalized_retention,468.57142857142856,k,sobol,total,0.06771586034240577,0.05779615174592002,0.07537371469351475
50/50,C5,normalized_retention,468.57142857142856,k,morris,mu_star,0.08386015044207953,,
50/50,C5,normalized_retention,468.57142857142856,k,morris,sigma,0.031276506801929976,,
50/50,C5,normalized_retention,468.57142857142856,alpha,sobol,first,0.9258149919889443,0.9170112635205188,0.9350570323598688
50/50,C5,normalized_retention,468.57142857142856,alpha,sobol,total,1.020493567496573,0.9073439244141499,1.1064570558079334
50/50,C5,normalized_retention,468.57142857142856,alpha,morris,mu_star,0.31082179954909206,,
50/50,C5,normalized_retention,468.57142857142856,alpha,morris,sigma,0.057102180880951536,,
50/50,C5,normalized_retention,468.57142857142856,f_inf,sobol,first,-0.04994385295843351,-0.14154880335045647,0.03958266064401594
50/50,C5,normalized_retention,468.57142857142856,f_inf,sobol,total,2.220811354539545e-13,1.917217360360712e-13,2.5554418794312746e-13
50/50,C5,normalized_retention,468.57142857142856,f_inf,morris,mu_star,1.4839573035385633e-07,,
50/50,C5,normalized_retention,468.57142857142856,f_inf,morris,sigma,7.447098483375635e-08,,
50/50,C5,normalized_retention,480.0,k,sobol,first,-0.01075420245376102,-0.10432292884492185,0.10256035579669397
50/50,C5,normalized_retention,480.0,k,sobol,total,0.06709343496875016,0.05727239887079792,0.07470834123087462
50/50,C5,normalized_retention,480.0,k,morris,mu_star,0.08442807998297552,,
50/50,C5,normalized_retention,480.0,k,morris,sigma,0.03133746356887805,,
50/50,C5,normalized_retention,480.0,alpha,sobol,first,0.9265287535952084,0.9177871515906327,0.9356915239990188
50/50,C5,normalized_retention,480.0,alpha,sobol,total,1.020941800702422,0.9078409667702776,1.1068778303917963
50/50,C5,normalized_retention,480.0,alpha,morris,mu_star,0.3147271778026938,,
50/50,C5,normalized_retention,480.0,alpha,morris,sigma,0.05750446245602462,,
50/50,C5,normalized_retention,480.0,f_inf,sobol,first,-0.05000937547822515,-0.14154290634785247,0.03967498591979845
50/50,C5,normalized_retention,480.0,f_inf,sobol,total,2.2191753999750565e-13,1.9159085510171959e-13,2.5534805258503176e-13
50/50,C5,normalized_retention,480.0,f_inf,morris,mu_star,1.5011477464826896e-07,,
50/50,C5,normalized_retention,480.0,f_inf,morris,sigma,7.531948699016903e-08,,
50/50,C5,normalized_retention,491.42857142857144,k,sobol,first,-0.01125857324635482,-0.10488210538077469,0.10190942390111293
50/50,C5,normalized_retention,491.42857142857144,k,sobol,total,0.06649072511515255,0.056765436502881024,0.07406437278115634
50/50,C5,normalized_retention,491.42857142857144,k,morris,mu_star,0.08497566279122733,,
50/50,C5,normalized_retention,491.42857142857144,k,morris,sigma,0.03138728769346454,,
50/50,C5,normalized_retention,491.42857142857144,alpha,sobol,first,0.9272207146742681,0.9185388299893185,0.9363066952226495
50/50,C5,normalized_retention,491.42857142857144,alpha,sobol,total,1.0213746205563157,0.9083214172346957,1.107282884476007
50/50,C5,normalized_retention,491.42857142857144,alpha,morris,mu_star,0.31855370132449495,,
50/50,C5,normalized_retention,491.42857142857144,alpha,morris,sigma,0.05788412299608511,,
50/50,C5,normalized_retention,491.42857142857144,f_inf,sobol,first,-0.050073192200935646,-0.14153706880924172,0.039766190425897754
50/50,C5,normalized_retention,491.42857142857144,f_inf,sobol,total,2.2178065368987375e-13,1.9148366894136938e-13,2.5518227243393254e-13
